state,state_code,FIPS,county,pop_2024,terminated_loss,IDC_loss
Indiana,IN,18115,Ohio County,5996,2720.365942,78146.87216
Indiana,IN,18117,Orange County,19824,5000.004213,102292.9016
Indiana,IN,18119,Owen County,21851,9625.393356,539934.3
Indiana,IN,18121,Parke County,16508,4112.956631,89572.3567
Indiana,IN,18123,Perry County,19320,1989.268785,58998.08981
Indiana,IN,18125,Pike County,12116,1751.000569,16652.02334
Indiana,IN,18127,Porter County,175860,103600.9639,1033673.272
Indiana,IN,18129,Posey County,25067,2220.705834,44558.76892
Indiana,IN,18131,Pulaski County,12421,1868.28115,33229.09695
Indiana,IN,18133,Putnam County,37804,13384.52181,222442.4536
Indiana,IN,18135,Randolph County,24337,5328.486536,83280.27794
Indiana,IN,18137,Ripley County,29214,6201.295642,132324.7925
Indiana,IN,18139,Rush County,16759,3543.747564,52830.09966
Indiana,IN,18141,St. Joseph County,273744,169851.5498,4321405.709
Indiana,IN,18143,Scott County,24751,6041.802286,55915.08115
Indiana,IN,18145,Shelby County,45654,25443.221,370215.5687
Indiana,IN,18147,Spencer County,20192,1605.832444,21572.98315
Indiana,IN,18149,Starke County,23463,2896.747069,46414.35342
Indiana,IN,18151,Steuben County,34862,2307.355312,34487.30152
Indiana,IN,18153,Sullivan County,20768,2406.857428,65571.61477
Indiana,IN,18155,Switzerland County,9988,1158.570517,38569.73058
Indiana,IN,18157,Tippecanoe County,191650,565237.9133,9097650.721
Indiana,IN,18159,Tipton County,15324,3897.494767,58558.90532
Indiana,IN,18161,Union County,6884,1782.891489,59308.71403
Indiana,IN,18163,Vanderburgh County,180387,23261.72103,370108.0196
Indiana,IN,18165,Vermillion County,15516,1552.128096,30960.75993
Indiana,IN,18167,Vigo County,106166,15013.14927,362763.114
Indiana,IN,18169,Wabash County,30777,6030.498031,100665.5561
Indiana,IN,18171,Warren County,8451,12747.98904,200345.0364
Indiana,IN,18173,Warrick County,66339,9449.344267,155885.4251
Indiana,IN,18175,Washington County,28345,8707.294485,116749.9617
Indiana,IN,18177,Wayne County,66410,14292.51542,228852.4655
Indiana,IN,18179,Wells County,28798,3892.002818,54413.42867
Indiana,IN,18181,White County,24833,21017.26358,345646.0931
Indiana,IN,18183,Whitley County,34885,5256.636013,82899.24025
Iowa,IA,19001,Adair County,7431,493.7102163,9469.976066
Iowa,IA,19003,Adams County,3606,493.7102163,12129.30815
Iowa,IA,19005,Allamakee County,14184,1594.375717,45183.35783
Iowa,IA,19007,Appanoose County,12106,822.8503605,21586.67237
Iowa,IA,19009,Audubon County,5562,97.46425473,6369.95958
Iowa,IA,19011,Benton County,25799,14612.02747,278122.0007
Iowa,IA,19013,Black Hawk County,132348,7306.929426,197601.5027
Iowa,IA,19015,Boone County,26729,3051.503791,249083.2679
Iowa,IA,19017,Bremer County,25328,2042.285825,61510.77292
Iowa,IA,19019,Buchanan County,20733,2932.593487,65574.80821
Iowa,IA,19021,Buena Vista County,20816,79.75515515,12726.26493
Iowa,IA,19023,Butler County,14156,789.2344558,27378.37623
Iowa,IA,19025,Calhoun County,9711,76.11023705,8683.100977
Iowa,IA,19027,Carroll County,20407,926.030525,31559.22315
Iowa,IA,19029,Cass County,13024,2819.211341,56489.64988
Iowa,IA,19031,Cedar County,18231,48621.91967,882680.5311
Iowa,IA,19033,Cerro Gordo County,42493,1648.798073,82045.65102
Iowa,IA,19035,Cherokee County,11658,379.1036247,6772.512392
Iowa,IA,19037,Chickasaw County,11719,1090.03216,33915.67402
Iowa,IA,19039,Clarke County,9524,1139.886489,22972.41081
Iowa,IA,19041,Clay County,16474,0,5645.129242
Iowa,IA,19043,Clayton County,16931,2397.80072,60970.99247
Iowa,IA,19045,Clinton County,46015,7732.91341,155983.8483
Iowa,IA,19047,Crawford County,16378,5537.047155,81040.22495
Iowa,IA,19049,Dallas County,115343,5766.326424,203803.3777
Iowa,IA,19051,Davis County,9193,987.4204325,17924.92256
Iowa,IA,19053,Decatur County,7656,1485.63818,34854.05353
Iowa,IA,19055,Delaware County,17609,2102.925832,42214.21752
Iowa,IA,19057,Des Moines County,38411,8601.340552,154327.1777
Iowa,IA,19059,Dickinson County,18158,413.9647147,32509.85151
Iowa,IA,19061,Dubuque County,99242,17190.68892,338858.8086
Iowa,IA,19063,Emmet County,9162,58.40113746,8563.812367
Iowa,IA,19065,Fayette County,19152,936.0954283,30271.1312
Iowa,IA,19067,Floyd County,15008,747.2854407,18936.42208
Iowa,IA,19069,Franklin County,10024,619.6109339,26434.83935
Iowa,IA,19071,Fremont County,6494,2412.426063,39135.47432
Iowa,IA,19073,Greene County,8662,4497.753009,68868.04973
Iowa,IA,19075,Grundy County,12405,1458.329445,41279.06332
Iowa,IA,19077,Guthrie County,10774,1445.44169,18527.82874
Iowa,IA,19079,Hamilton County,14856,504.6449706,45339.3648
Iowa,IA,19081,Hancock County,10616,700.8136496,46339.41021
Iowa,IA,19083,Hardin County,16464,393.4971157,43248.22478
Iowa,IA,19085,Harrison County,14626,1748.801079,43905.67769
Iowa,IA,19087,Henry County,19361,13456.29005,250088.1424
Iowa,IA,19089,Howard County,9360,785.7159036,25577.57501
Iowa,IA,19091,Humboldt County,9617,0,12851.29413
Iowa,IA,19093,Ida County,6810,189.5690079,4418.560618
Iowa,IA,19095,Iowa County,16423,51179.41244,934646.7067
Iowa,IA,19097,Jackson County,19390,1864.136259,34749.08618
Iowa,IA,19099,Jasper County,38107,3331.106534,76148.77727
Iowa,IA,19101,Jefferson County,15781,1441.149077,24693.01332
Iowa,IA,19103,Johnson County,160080,1313300.693,23846391.28
Iowa,IA,19105,Jones County,21116,8962.883372,174311.5834
Iowa,IA,19107,Keokuk County,9855,2226.335875,43261.94591
Iowa,IA,19109,Kossuth County,14408,638.8549311,23304.31126
Iowa,IA,19111,Lee County,32376,5339.264472,103983.8106
Iowa,IA,19113,Linn County,231762,166558.2675,3103435.518
Iowa,IA,19115,Louisa County,10630,9691.38226,175128.5491
Iowa,IA,19117,Lucas County,8758,876.7158265,16111.11702
Iowa,IA,19119,Lyon County,12378,86.92493744,8436.464918
Iowa,IA,19121,Madison County,17161,822.8503605,29592.70974
Iowa,IA,19123,Mahaska County,22034,3239.971502,59761.86804
Iowa,IA,19125,Marion County,34048,3301.783508,55735.42685
Iowa,IA,19127,Marshall County,40392,2606.774695,99969.5612
Iowa,IA,19129,Mills County,14717,3341.686684,65114.27609
Iowa,IA,19131,Mitchell County,10632,1099.075609,33139.62428
Iowa,IA,19133,Monona County,8429,262.5986605,11884.3717
Iowa,IA,19135,Monroe County,7373,768.3477534,14958.28615
Iowa,IA,19137,Montgomery County,10063,1202.631915,17895.06325
Iowa,IA,19139,Muscatine County,42132,48182.51691,881273.9028
Iowa,IA,19141,O'Brien County,14260,116.7632462,5165.291641
Iowa,IA,19143,Osceola County,6036,63.14013238,1371.197543
Iowa,IA,19145,Page County,15038,7047.879807,80695.85626
Iowa,IA,19147,Palo Alto County,8809,81.345047,4748.753213
Iowa,IA,19149,Plymouth County,25825,851.6348715,27128.82457
Iowa,IA,19151,Pocahontas County,7006,122.3431366,8082.967226
Iowa,IA,19153,Polk County,516185,27323.97774,1028322.517
Iowa,IA,19155,Pottawattamie County,93529,36022.18882,668761.0153
Iowa,IA,19157,Poweshiek County,18454,5297.437077,97557.98036
Iowa,IA,19159,Ringgold County,4608,493.7102163,12245.2991
Iowa,IA,19161,Sac County,9533,260.4054062,5061.028556
Iowa,IA,19163,Scott County,175601,34947.05633,660409.5229
Iowa,IA,19165,Shelby County,11821,535.3858909,16387.49949
Iowa,IA,19167,Sioux County,36554,553.6718704,34377.69484
Iowa,IA,19169,Story County,102498,5908.079674,1512562.915
Iowa,IA,19171,Tama County,16738,2741.559101,61975.22569
Iowa,IA,19173,Taylor County,5825,493.7102163,9260.650432
Iowa,IA,19175,Union County,11955,1925.48293,40281.76615
Iowa,IA,19177,Van Buren County,7217,674.7917654,9584.383774
Iowa,IA,19179,Wapello County,35681,1975.058818,45900.59907
Iowa,IA,19181,Warren County,56343,3977.808655,106342.037
Iowa,IA,19183,Washington County,22631,76935.56871,1399781.249
Iowa,IA,19185,Wayne County,6622,566.7323812,16658.25682
Iowa,IA,19187,Webster County,36909,1327.154888,45788.03549
Iowa,IA,19189,Winnebago County,10383,573.3780343,17540.36848
Iowa,IA,19191,Winneshiek County,19723,1106.064031,45436.68725
Iowa,IA,19193,Woodbury County,107257,5673.011689,115388.462
Iowa,IA,19195,Worth County,7307,737.9481064,20142.46012
Iowa,IA,19197,Wright County,12729,253.3500822,11892.78329
Kansas,KS,20001,Allen County,12425,123.5843574,3791.014724
Kansas,KS,20003,Anderson County,7908,0,54.980262
Kansas,KS,20005,Atchison County,16249,2745.155785,80009.39477
Kansas,KS,20007,Barber County,4070,567.9366386,5449.412925
Kansas,KS,20009,Barton County,24835,23730.60309,201917.0824
Kansas,KS,20011,Bourbon County,14424,759.5276188,28141.8346
Kansas,KS,20013,Brown County,9142,1324.328433,54378.99612
Kansas,KS,20015,Butler County,69158,3239.012159,62543.16739
Kansas,KS,20017,Chase County,2507,617.9217868,14944.1262
Kansas,KS,20019,Chautauqua County,3339,0,51.18553818
Kansas,KS,20021,Cherokee County,19133,1071.818127,11841.81835
Kansas,KS,20023,Cheyenne County,2646,0,1652.252876
Kansas,KS,20025,Clark County,1873,512.3589041,23508.40826
Kansas,KS,20027,Clay County,7969,82.91957922,11830.43523
Kansas,KS,20029,Cloud County,8723,123.5843574,9677.531606
Kansas,KS,20031,Coffey County,8301,741.5061441,17258.02831
Kansas,KS,20033,Comanche County,1694,0,1587.060616
Kansas,KS,20035,Cowley County,34186,1549.703059,41915.74561
Kansas,KS,20037,Crawford County,38904,577.2570086,15319.61949
Kansas,KS,20039,Decatur County,2716,123.5843574,1966.607988
Kansas,KS,20041,Dickinson County,18621,1027.151405,43535.62639
Kansas,KS,20043,Doniphan County,7575,123.5843574,4820.713654
Kansas,KS,20045,Douglas County,121989,158097.4446,2657037.156
Kansas,KS,20047,Edwards County,2731,0,2441.842956
Kansas,KS,20049,Elk County,2436,0,104.220476
Kansas,KS,20051,Ellis County,29007,635.9432615,42465.86336
Kansas,KS,20053,Ellsworth County,6316,1623.417579,11570.01812
Kansas,KS,20055,Finney County,38354,918.8994296,19703.65372
Kansas,KS,20057,Ford County,34072,846.4525563,35989.04851
Kansas,KS,20059,Franklin County,26273,1587.9587,45528.9105
Kansas,KS,20061,Geary County,35459,1213.20027,104867.3214
Kansas,KS,20063,Gove County,2658,0,145.528258
Kansas,KS,20065,Graham County,2370,0,4128.293914
Kansas,KS,20067,Grant County,7097,462.3505906,7765.758984
Kansas,KS,20069,Gray County,5730,7.54876887,1075.046805
Kansas,KS,20071,Greeley County,1152,0,0
Kansas,KS,20073,Greenwood County,5871,0,308.1499622
Kansas,KS,20075,Hamilton County,2488,0.676812861,6.112764006
Kansas,KS,20077,Harper County,5413,0,1706.507578
Kansas,KS,20079,Harvey County,33642,1728.101065,64313.2204
Kansas,KS,20081,Haskell County,3591,0,202.2864286
Kansas,KS,20083,Hodgeman County,1673,247.1687147,3846.981382
Kansas,KS,20085,Jackson County,13525,247.1687147,7567.337242
Kansas,KS,20087,Jefferson County,18332,5103.001601,121234.8521
Kansas,KS,20089,Jewell County,2899,0,4178.051702
Kansas,KS,20091,Johnson County,632276,303583.9129,11131000.53
Kansas,KS,20093,Kearny County,3808,0,106.2527682
Kansas,KS,20095,Kingman County,6946,7.54876887,2737.145056
Kansas,KS,20097,Kiowa County,2436,247.1687147,5339.979811
Kansas,KS,20099,Labette County,19692,911.5863884,8243.867538
Kansas,KS,20101,Lane County,1482,0,3.794723825
Kansas,KS,20103,Leavenworth County,84670,8994.063466,244866.3833
Kansas,KS,20105,Lincoln County,2928,0,1602.910991
Kansas,KS,20107,Linn County,9841,36.76847458,238.3744439
Kansas,KS,20109,Logan County,2694,247.1687147,5397.726962
Kansas,KS,20111,Lyon County,32520,2742.708445,60039.98721
Kansas,KS,20113,McPherson County,30334,930.4049625,41242.84633
Kansas,KS,20115,Marion County,11670,494.3374294,11079.63773
Kansas,KS,20117,Marshall County,9950,123.5843574,9914.116043
Kansas,KS,20119,Meade County,3892,0,3.794723825
Kansas,KS,20121,Miami County,35737,5770.365983,220827.1727
Kansas,KS,20123,Mitchell County,5803,718.8628407,29611.4218
Kansas,KS,20125,Montgomery County,30459,1433.951733,17689.80214
Kansas,KS,20127,Morris County,5279,247.1687147,17257.51221
Kansas,KS,20129,Morton County,2485,0,2288.407169
Kansas,KS,20131,Nemaha County,10062,1671.179709,22279.8764
Kansas,KS,20133,Neosho County,15552,247.1687147,7017.319686
Kansas,KS,20135,Ness County,2617,512.3589041,23414.36462
Kansas,KS,20137,Norton County,5335,0,2472.560489
Kansas,KS,20139,Osage County,15737,2618.90128,72666.65594
Kansas,KS,20141,Osborne County,3353,0,888.5371883
Kansas,KS,20143,Ottawa County,5853,247.8455276,10347.41676
Kansas,KS,20145,Pawnee County,6012,1148.302166,50351.96697
Kansas,KS,20147,Phillips County,4733,0,1163.248385
Kansas,KS,20149,Pottawatomie County,26876,3378.428899,256414.2622
Kansas,KS,20151,Pratt County,9137,91.59751851,2943.718591
Kansas,KS,20153,Rawlins County,2432,0,852.595136
Kansas,KS,20155,Reno County,61417,842.447198,49798.37157
Kansas,KS,20157,Republic County,4613,123.5843574,7606.399298
Kansas,KS,20159,Rice County,9284,0,125.2184102
Kansas,KS,20161,Riley County,72557,3054.509436,1031287.237
Kansas,KS,20163,Rooks County,4748,0,2080.333401
Kansas,KS,20165,Rush County,2810,0,882.7063178
Kansas,KS,20167,Russell County,6620,247.1687147,8593.912377
Kansas,KS,20169,Saline County,53459,2163.197112,105500.5827
Kansas,KS,20171,Scott County,4914,0.676812861,904.781037
Kansas,KS,20173,Sedgwick County,536081,18534.28214,550051.802
Kansas,KS,20175,Seward County,21276,123.5843574,4272.733535
Kansas,KS,20177,Shawnee County,177942,17653.13959,505893.0445
Kansas,KS,20179,Sheridan County,2397,0,971.7573077
Kansas,KS,20181,Sherman County,5796,0,3387.752727
Kansas,KS,20183,Smith County,3541,0,2592.812933
Kansas,KS,20185,Stafford County,3901,512.3589041,25367.2309
Kansas,KS,20187,Stanton County,2071,0,415.0896766
Kansas,KS,20189,Stevens County,5035,0,147.9039994
Kansas,KS,20191,Sumner County,22336,536.5922305,14447.71897
Kansas,KS,20193,Thomas County,7802,0,2612.988999
Kansas,KS,20195,Trego County,2774,0,918.7410361
Kansas,KS,20197,Wabaunsee County,7112,123.5843574,7364.671336
Kansas,KS,20199,Wallace County,1472,0,0
Kansas,KS,20201,Washington County,5572,0,8068.802396
Kansas,KS,20203,Wichita County,2072,0,21.81040751
Kansas,KS,20205,Wilson County,8398,123.5843574,2144.553271
Kansas,KS,20207,Woodson County,3111,0,998.0534372
Kansas,KS,20209,Wyandotte County,169418,29627.6235,1298819.001
Kentucky,KY,21001,Adair County,19239,6323.330165,50545.09163
Kentucky,KY,21003,Allen County,22037,8655.754646,43883.08693
Kentucky,KY,21005,Anderson County,24883,111355.2943,233184.2575
Kentucky,KY,21007,Ballard County,7626,2033.679841,13648.73413
Kentucky,KY,21009,Barren County,45609,20610.30503,107376.4604
Kentucky,KY,21011,Bath County,12951,11825.03738,102524.0249
Kentucky,KY,21013,Bell County,23051,8706.743664,72340.27757
Kentucky,KY,21015,Boone County,144135,82943.46812,1750202.489
Kentucky,KY,21017,Bourbon County,20333,27971.15247,228569.5108
Kentucky,KY,21019,Boyd County,47777,11695.04344,104832.5457
Kentucky,KY,21021,Boyle County,31394,33233.58736,275984.8092
Kentucky,KY,21023,Bracken County,8497,2464.727793,24970.15346
Kentucky,KY,21025,Breathitt County,12804,306.0430059,5166.246349
Kentucky,KY,21027,Breckinridge County,21221,8811.74193,59104.83629
Kentucky,KY,21029,Bullitt County,85802,107223.6193,642017.7046
Kentucky,KY,21031,Butler County,12551,6569.409172,38443.47891
Kentucky,KY,21033,Caldwell County,12611,694.0447644,4339.910297
Kentucky,KY,21035,Calloway County,38975,6047.130579,48438.6902
Kentucky,KY,21037,Campbell County,94008,94158.6011,2247752.938
Kentucky,KY,21039,Carlisle County,4777,1154.78265,5639.228851
Kentucky,KY,21041,Carroll County,11111,2041.775208,24853.96358
Kentucky,KY,21043,Carter County,26098,2046.546389,17121.35283
Kentucky,KY,21045,Casey County,15948,2153.634367,18005.796
Kentucky,KY,21047,Christian County,71006,17592.86247,206924.7931
Kentucky,KY,21049,Clark County,37673,60758.10059,504090.6955
Kentucky,KY,21051,Clay County,19592,12016.36809,98252.51712
Kentucky,KY,21053,Clinton County,9183,2227.454776,17732.96271
Kentucky,KY,21055,Crittenden County,8982,1691.118713,11902.89242
Kentucky,KY,21057,Cumberland County,6047,2629.272557,21473.43474
Kentucky,KY,21059,Daviess County,104457,15872.87254,93496.87375
Kentucky,KY,21061,Edmonson County,12635,9724.082235,52592.92496
Kentucky,KY,21063,Elliott County,7263,2368.50962,19115.25369
Kentucky,KY,21065,Estill County,14002,11257.53236,94369.41044
Kentucky,KY,21067,Fayette County,329437,1910203.726,15302758.66
Kentucky,KY,21069,Fleming County,15591,9329.725814,82365.80016
Kentucky,KY,21071,Floyd County,34532,4281.148143,42718.84681
Kentucky,KY,21073,Franklin County,52442,46020.05584,376206.7544
Kentucky,KY,21075,Fulton County,6282,567.6076606,3052.319066
Kentucky,KY,21077,Gallatin County,8805,3882.828233,45139.50577
Kentucky,KY,21079,Garrard County,18040,21689.46864,189275.9963
Kentucky,KY,21081,Grant County,25722,7217.069524,103293.5194
Kentucky,KY,21083,Graves County,36821,7192.926861,70068.50262
Kentucky,KY,21085,Grayson County,27070,8461.050597,60994.31349
Kentucky,KY,21087,Green County,11552,5492.801473,38144.87392
Kentucky,KY,21089,Greenup County,35273,8295.852216,73111.75273
Kentucky,KY,21091,Hancock County,9013,199.6850369,3713.696997
Kentucky,KY,21093,Hardin County,112826,45906.81214,273021.3565
Kentucky,KY,21095,Harlan County,25052,5540.672466,45830.53316
Kentucky,KY,21097,Harrison County,19525,10333.88284,88800.24294
Kentucky,KY,21099,Hart County,19923,14077.58289,110069.254
Kentucky,KY,21101,Henderson County,44175,6435.988725,45799.93759
Kentucky,KY,21103,Henry County,16198,11573.74535,93705.10229
Kentucky,KY,21105,Hickman County,4393,53.865466,960.3744463
Kentucky,KY,21107,Hopkins County,45218,9589.817935,84460.11064
Kentucky,KY,21109,Jackson County,13358,4159.627915,35103.44811
Kentucky,KY,21111,Jefferson County,793881,2374888.911,12540140.01
Kentucky,KY,21113,Jessamine County,56495,152814.2593,1306320.725
Kentucky,KY,21115,Johnson County,22098,3408.416599,28626.66484
Kentucky,KY,21117,Kenton County,174862,132885.7091,2958451.964
Kentucky,KY,21119,Knott County,13438,2079.813958,18127.47204
Kentucky,KY,21121,Knox County,29657,4448.323578,36919.20268
Kentucky,KY,21123,Larue County,15128,12132.75088,88141.61767
Kentucky,KY,21125,Laurel County,63353,30128.97223,250327.1669
Kentucky,KY,21127,Lawrence County,15798,3985.807924,31898.06871
Kentucky,KY,21129,Lee County,7313,2079.813958,17430.26348
Kentucky,KY,21131,Leslie County,9729,3507.20877,28856.14663
Kentucky,KY,21133,Letcher County,20139,2079.813958,18193.82159
Kentucky,KY,21135,Lewis County,12875,2767.865203,29057.56931
Kentucky,KY,21137,Lincoln County,24910,13206.96425,112093.5798
Kentucky,KY,21139,Livingston County,8815,651.2117341,4082.565156
Kentucky,KY,21141,Logan County,28467,12426.19496,105423.6702
Kentucky,KY,21143,Lyon County,9078,847.3473177,18651.23282
Kentucky,KY,21145,McCracken County,67550,10284.4687,104607.3667
Kentucky,KY,21147,McCreary County,16824,4782.915462,41890.34385
Kentucky,KY,21149,McLean County,9126,1335.188616,9087.824486
Kentucky,KY,21151,Madison County,99582,143480.2589,1201068.565
Kentucky,KY,21153,Magoffin County,11118,2079.813958,18534.87335
Kentucky,KY,21155,Marion County,19851,6845.442749,54816.1786
Kentucky,KY,21157,Marshall County,31734,2088.1776,21756.50159
Kentucky,KY,21159,Martin County,10696,1516.880005,10768.73006
Kentucky,KY,21161,Mason County,16956,13155.37927,123083.3509
Kentucky,KY,21163,Meade County,30442,20121.19352,132063.9736
Kentucky,KY,21165,Menifee County,6341,3501.865869,31456.95477
Kentucky,KY,21167,Mercer County,23515,16299.88094,135678.8072
Kentucky,KY,21169,Metcalfe County,10558,2684.378493,24637.19848
Kentucky,KY,21171,Monroe County,11163,3364.421996,21790.23263
Kentucky,KY,21173,Montgomery County,28771,34810.93867,310905.7796
Kentucky,KY,21175,Morgan County,14300,1165.017197,11922.2516
Kentucky,KY,21177,Muhlenberg County,30512,5480.012065,49075.96923
Kentucky,KY,21179,Nelson County,48706,36509.66456,230474.5163
Kentucky,KY,21181,Nicholas County,7816,6528.137535,55293.2305
Kentucky,KY,21183,Ohio County,23933,3730.058231,29231.77668
Kentucky,KY,21185,Oldham County,70525,146297.9399,878567.7803
Kentucky,KY,21187,Owen County,11435,2308.288746,25376.43607
Kentucky,KY,21189,Owsley County,3928,20.53439143,2313.51501
Kentucky,KY,21191,Pendleton County,14844,5908.597982,114144.4906
Kentucky,KY,21193,Perry County,26739,5287.48185,46268.62971
Kentucky,KY,21195,Pike County,55430,9647.858472,141334.2105
Kentucky,KY,21197,Powell County,12928,7022.029907,58906.18097
Kentucky,KY,21199,Pulaski County,66842,11313.78789,92124.95107
Kentucky,KY,21201,Robertson County,2382,98.79217135,1794.449685
Kentucky,KY,21203,Rockcastle County,16226,3119.720936,26260.69922
Kentucky,KY,21205,Rowan County,24675,24812.60239,214392.0472
Kentucky,KY,21207,Russell County,18458,1402.42305,10655.062
Kentucky,KY,21209,Scott County,61700,98172.0904,863928.9611
Kentucky,KY,21211,Shelby County,50124,46063.14288,284456.2482
Kentucky,KY,21213,Simpson County,20350,10876.00909,64832.65453
Kentucky,KY,21215,Spencer County,20823,17735.0094,109512.2885
Kentucky,KY,21217,Taylor County,26809,3267.361755,26668.88034
Kentucky,KY,21219,Todd County,12757,2121.952983,30092.86863
Kentucky,KY,21221,Trigg County,14559,1641.818919,26031.19676
Kentucky,KY,21223,Trimble County,8591,1328.602641,13697.58486
Kentucky,KY,21225,Union County,13178,1123.795271,10790.54148
Kentucky,KY,21227,Warren County,147936,219305.0474,353109.2905
Kentucky,KY,21229,Washington County,12269,2663.890639,25560.22047
Kentucky,KY,21231,Wayne County,19629,5985.298279,47947.90401
Kentucky,KY,21233,Webster County,12854,398.7631274,4232.097314
Kentucky,KY,21235,Whitley County,37233,3722.084023,31126.57759
Kentucky,KY,21237,Wolfe County,6364,0,488.6284202
Kentucky,KY,21239,Woodford County,27728,99872.59278,830245.9471
Louisiana,LA,22001,Acadia Parish,56604,7915.90623,72706.08961
Louisiana,LA,22003,Allen Parish,22501,893.0950704,24177.56904
Louisiana,LA,22005,Ascension Parish,133534,51166.34413,547652.0312
Louisiana,LA,22007,Assumption Parish,20050,8567.153424,44306.52445
Louisiana,LA,22009,Avoyelles Parish,38373,1324.245915,20860.54164
Louisiana,LA,22011,Beauregard Parish,36695,1299.706462,15846.03335
Louisiana,LA,22013,Bienville Parish,12412,1599.323262,25881.25647
Louisiana,LA,22015,Bossier Parish,131102,4641.596074,588734.8965
Louisiana,LA,22017,Caddo Parish,224893,17905.18756,2110658.675
Louisiana,LA,22019,Calcasieu Parish,206861,19417.45037,114017.8055
Louisiana,LA,22021,Caldwell Parish,9393,502.3969388,5197.243391
Louisiana,LA,22023,Cameron Parish,4678,83.33999001,988.7773011
Louisiana,LA,22025,Catahoula Parish,8280,315.2898322,5864.352864
Louisiana,LA,22027,Claiborne Parish,13537,1170.426803,24158.65656
Louisiana,LA,22029,Concordia Parish,17797,219.7294978,3832.1297
Louisiana,LA,22031,De Soto Parish,27274,1494.737253,77571.87983
Louisiana,LA,22033,East Baton Rouge Parish,453022,633238.2143,4658569.42
Louisiana,LA,22035,East Carroll Parish,6892,441.9555134,3809.679629
Louisiana,LA,22037,East Feliciana Parish,19112,3506.231714,49707.93735
Louisiana,LA,22039,Evangeline Parish,31745,7728.381685,36302.96875
Louisiana,LA,22041,Franklin Parish,19107,1031.795006,8088.177079
Louisiana,LA,22043,Grant Parish,22109,691.1541141,7254.364506
Louisiana,LA,22045,Iberia Parish,67540,8219.253402,48761.17113
Louisiana,LA,22047,Iberville Parish,29766,14926.40235,146532.4141
Louisiana,LA,22049,Jackson Parish,14797,497.1868611,8749.546667
Louisiana,LA,22051,Jefferson Parish,427253,1377872.193,5586012.496
Louisiana,LA,22053,Jefferson Davis Parish,31436,864.5150854,12375.79607
Louisiana,LA,22055,Lafayette Parish,254241,30826.47623,309791.708
Louisiana,LA,22057,Lafourche Parish,95342,40957.96152,182736.2548
Louisiana,LA,22059,LaSalle Parish,14702,808.8536446,6232.331618
Louisiana,LA,22061,Lincoln Parish,48243,3462.579303,26748.60058
Louisiana,LA,22063,Livingston Parish,152886,55367.78832,522305.9639
Louisiana,LA,22065,Madison Parish,9093,368.6105901,2985.138752
Louisiana,LA,22067,Morehouse Parish,23787,917.1332375,9842.555604
Louisiana,LA,22069,Natchitoches Parish,35982,3384.950232,42783.2454
Louisiana,LA,22071,Orleans Parish,362701,3048226.848,11509503.38
Louisiana,LA,22073,Ouachita Parish,157874,7655.917557,113822.8625
Louisiana,LA,22075,Plaquemines Parish,22289,16637.47019,78105.05415
Louisiana,LA,22077,Pointe Coupee Parish,19845,5374.902152,69845.70724
Louisiana,LA,22079,Rapides Parish,125899,26183.03242,96748.70049
Louisiana,LA,22081,Red River Parish,7238,1196.005019,11851.87212
Louisiana,LA,22083,Richland Parish,19643,649.4744312,12972.00634
Louisiana,LA,22085,Sabine Parish,21746,926.0750622,13918.84153
Louisiana,LA,22087,St. Bernard Parish,44783,71085.82897,317771.2502
Louisiana,LA,22089,St. Charles Parish,50400,73197.66263,315838.0068
Louisiana,LA,22091,St. Helena Parish,10857,1785.965425,8170.730167
Louisiana,LA,22093,St. James Parish,19110,7296.604467,35615.57501
Louisiana,LA,22095,St. John the Baptist Parish,39694,55894.60188,234929.4521
Louisiana,LA,22097,St. Landry Parish,80869,13336.86437,86496.16197
Louisiana,LA,22099,St. Martin Parish,51218,13848.4708,76651.4322
Louisiana,LA,22101,St. Mary Parish,46799,5588.408004,49480.02769
Louisiana,LA,22103,St. Tammany Parish,277615,344360.0197,1401085.51
Louisiana,LA,22105,Tangipahoa Parish,139823,54440.79859,242313.7039
Louisiana,LA,22107,Tensas Parish,3844,262.5354172,2332.896966
Louisiana,LA,22109,Terrebonne Parish,103864,16811.81493,80630.82647
Louisiana,LA,22111,Union Parish,20617,1229.961304,10127.08564
Louisiana,LA,22113,Vermilion Parish,57641,10415.75755,52961.40839
Louisiana,LA,22115,Vernon Parish,45819,3055.422574,22214.49022
Louisiana,LA,22117,Washington Parish,45090,82118.61279,298493.2953
Louisiana,LA,22119,Webster Parish,35184,3047.332028,105448.2751
Louisiana,LA,22121,West Baton Rouge Parish,28425,19954.51543,159938.8203
Louisiana,LA,22123,West Carroll Parish,9254,257.6735039,1943.722404
Louisiana,LA,22125,West Feliciana Parish,15155,5859.910717,36772.01242
Louisiana,LA,22127,Winn Parish,13405,1158.825642,8024.211638
Maine,ME,23001,Androscoggin County,115272,14828.29089,418018.5045
Maine,ME,23003,Aroostook County,66776,2246.01488,101800.4087
Maine,ME,23005,Cumberland County,313809,40837.4598,3772584.04
Maine,ME,23007,Franklin County,30902,1878.324228,150750.7376
Maine,ME,23009,Hancock County,56946,250201.3186,17506216.91
Maine,ME,23011,Kennebec County,128461,15330.30178,431409.3854
Maine,ME,23013,Knox County,40981,2975.437093,200309.9801
Maine,ME,23015,Lincoln County,36491,3529.896203,191799.0236
