"FIPS","IDC_econ_loss","IDC_loss","IDC_job_loss","static_IDC_loss","terminated_econ_loss","static_term_loss","county","state","urban"
"18097",65556873.264693,24356979.7344209,238.765164657704,127403620.838058,8000954.59321934,8753151.43446788,"Marion County","Indiana",TRUE
"18105",17217547.9875995,6398635.33168767,62.6886571051199,26274569.1005395,665468.694873781,0,"Monroe County","Indiana",TRUE
"18127",2876991.89661247,1033673.27160636,10.3223659013212,83582.3207454635,1863440.31601103,0,"Porter County","Indiana",TRUE
"18141",11647114.8834714,4321405.70936725,42.3846224392437,12674555.6480628,3126358.14256579,414899.717194703,"St. Joseph County","Indiana",TRUE
"18157",24485066.2810182,9097650.72106802,89.1558318499461,34517101.6733693,1793897.34107439,2131744.42805297,"Tippecanoe County","Indiana",TRUE
"18167",983439.050867862,362763.114040248,3.57536466585245,0,40488.1029306583,0,"Vigo County","Indiana",TRUE
"19103",56811752.575766,23846391.2846956,193.186319078848,85715440.6604737,3129103.37647898,4731160.59245646,"Johnson County","Iowa",TRUE
"19153",2471941.79138217,1028322.51657463,8.47348931423072,262921.129055912,70678.9636293215,0,"Polk County","Iowa",TRUE
"19163",1573985.04751788,660409.522889611,5.37268628380033,0,83252.7108866503,0,"Scott County","Iowa",TRUE
"19169",3604544.29572474,1512562.91518611,12.2715233953134,8018105.45834097,14629.8570110703,0,"Story County","Iowa",TRUE
"20045",7430756.48075342,2657037.15640907,22.4048328358618,10799331.1876333,1553972.95818755,711913.0045629,"Douglas County","Kansas",TRUE
"20051",119450.110962583,42465.8633576558,0.359901757630312,12909.3375977257,1783.53383775799,0,"Ellis County","Kansas",FALSE
"20091",30600376.8776952,11131000.531804,94.290716321899,48031065.5133618,822693.970017351,1048962.90831557,"Johnson County","Kansas",TRUE
"20161",2891853.95347856,1031287.23678315,8.66429340886309,5727150.21968728,8579.99745676235,0,"Riley County","Kansas",TRUE
"20173",1548705.88359218,550051.801988534,4.75051499696995,62350.7263681592,51993.9200756947,0,"Sedgwick County","Kansas",TRUE
"20209",3567939.4608569,1298819.00145474,11.0315943060112,70506.3539445629,305139.99682742,0,"Wyandotte County","Kansas",TRUE
"21037",5846897.52975892,2247752.93774171,22.6585025924042,355376.739461308,245329.656928095,0,"Campbell County","Kentucky",TRUE
"21067",39622283.526941,15302758.6596062,136.216552527232,73625181.5084368,4950161.9051827,8786736.47628901,"Fayette County","Kentucky",TRUE
"21093",709339.509434933,273021.35652521,2.45749276471113,0,119262.093071404,0,"Hardin County","Kentucky",TRUE
"21111",32529156.7461358,12540140.01292,111.864621703421,37436886.7333903,6160969.11443024,7609380.77778538,"Jefferson County","Kentucky",TRUE
"21113",3389083.91879256,1306320.72492333,11.6581682535791,366651.182043608,397244.651004227,0,"Jessamine County","Kentucky",TRUE
"21185",2280101.16488987,878567.780315135,7.84018427852178,863200.888413852,379627.719525163,0,"Oldham County","Kentucky",TRUE
"21195",366623.043466858,141334.210485211,1.25763890317969,216485.693373236,25029.1599856733,0,"Pike County","Kentucky",FALSE
"21227",933364.16577865,353109.290518958,3.43776223967376,232608.828559213,569655.857063582,711268.701154339,"Warren County","Kentucky",TRUE
"22017",5803002.68863655,2110658.67492684,22.1735841962212,8068100.11080007,51247.2297805049,0,"Caddo Parish","Louisiana",TRUE
"22033",12832301.7606612,4658569.42012122,49.0292572342454,18463400.2504969,1748125.42595431,2075822.39486985,"East Baton Rouge Parish","Louisiana",TRUE
"22055",858887.388808171,309791.708001285,3.28014571907214,400830.797633696,85539.6404722519,0,"Lafayette Parish","Louisiana",TRUE
"22061",74703.3142222745,26748.6005820726,0.283259914347249,0,9662.15148169337,0,"Lincoln Parish","Louisiana",FALSE
"22071",31632127.0815977,11509503.3791082,120.845738107388,58165108.7959773,8382033.68223098,15173040.9665594,"Orleans Parish","Louisiana",TRUE
"22073",316484.650727914,113822.862517401,1.20106189374244,41216.2801703739,21677.8595361792,0,"Ouachita Parish","Louisiana",TRUE
"23001",950161.077167459,418018.504513608,3.72434226954034,90110.3211538461,184143.301483408,0,"Androscoggin County","Maine",TRUE
"23005",8628221.35471462,3772584.04028565,35.3204064488355,8493194.75384615,488927.439457106,0,"Cumberland County","Maine",TRUE
"23009",40174131.307243,17506216.9142323,168.039077183442,49876973.4211538,624038.881757226,712609.372820513,"Hancock County","Maine",FALSE
"23015",436143.726922571,191799.023605308,1.73440954452922,160157.037179487,39752.9741165252,0,"Lincoln County","Maine",FALSE
"23019",4911372.71273204,2139441.18974615,20.4822513436405,1297918.55833333,61571.0862580031,0,"Penobscot County","Maine",TRUE
"23031",3531020.12663702,1540795.30786078,14.1989335472274,2013025.73846154,96866.5281005424,0,"York County","Maine",TRUE
"24003",26225367.1584892,12627067.8784825,104.892457479732,0,3903299.18702442,0,"Anne Arundel County","Maryland",TRUE
"24005",150286454.480957,69036910.4709013,605.677071846769,3168989.41359319,9603651.06361676,0,"Baltimore County","Maryland",TRUE
"24021",6062788.21633852,2868388.69810878,24.0337095755378,510289.681509806,374170.25463659,0,"Frederick County","Maryland",TRUE
"24027",34825938.789714,16360859.0944476,140.182776343815,3048962.99691625,1631989.23849795,0,"Howard County","Maryland",TRUE
"24031",30135338.7824694,18059376.7258325,119.811037730002,16549510.6527802,1458410.66526574,162103.072011842,"Montgomery County","Maryland",TRUE
"24033",19373296.1402708,14974839.4182848,77.0672790092941,22882625.0346614,805255.134277783,0,"Prince George's County","Maryland",TRUE
"24039",378312.804848464,174203.875261282,1.51967874462586,216157.463920069,16394.0203010728,0,"Somerset County","Maryland",TRUE
"24045",1726096.37143947,776535.117879078,6.63921198386128,0,2572099.4334876,0,"Wicomico County","Maryland",TRUE
"24510",149412075.694265,68612954.488069,601.909212848877,422024103.703466,11870332.2114082,25084452.2164056,"Baltimore city","Maryland",TRUE
"25001",10232207.6816487,4556627.09072783,37.3041023915393,3040514.16484763,2247799.58687744,0,"Barnstable County","Massachusetts",TRUE
"25005",36359230.4492445,16411793.8351912,133.261022899526,555872.032133977,54448128.7494992,0,"Bristol County","Massachusetts",TRUE
"25009",85342586.2834912,38016866.5850317,311.438748717763,1409614.71891986,13557581.9733324,0,"Essex County","Massachusetts",TRUE
"25013",14897459.9873925,6629610.45683519,53.9599320338583,1697782.32534116,2139642.31856583,0,"Hampden County","Massachusetts",TRUE
"25015",11109238.0448391,4948221.206118,40.5188888497173,17795094.0090465,1475885.75218604,550608.98459379,"Hampshire County","Massachusetts",TRUE
"25017",431882926.967457,192381729.827632,1576.4526613662,205367747.946857,94408620.281902,40023867.162934,"Middlesex County","Massachusetts",TRUE
"25021",219767752.479017,97931384.1021006,802.436997806924,8901150.49548864,62582531.1389792,0,"Norfolk County","Massachusetts",TRUE
"25023",62815465.5808845,27994017.8900014,229.214910808382,149559.338238434,18244835.5974343,0,"Plymouth County","Massachusetts",TRUE
"25025",346092011.980411,154204506.164574,1263.65138841953,1027213148.75712,76534665.4911541,184175397.375912,"Suffolk County","Massachusetts",TRUE
"25027",86522526.6683889,38568516.4738521,315.404678871609,96395526.7729024,25112653.7105994,1660596.4780207,"Worcester County","Massachusetts",TRUE
"26005",1224856.82810254,480302.549141124,4.80386099055716,89518.1916641975,721597.00715327,0,"Allegan County","Michigan",FALSE
"26049",11112251.7031471,4382824.76196802,43.821608795511,311794.37037037,1186089.22786401,0,"Genesee County","Michigan",TRUE
"26061",1692381.14992488,666850.982985755,6.66895210375715,2005193.32311111,237184.011028255,0,"Houghton County","Michigan",FALSE
"26065",28209375.7329644,11117033.7417998,111.0908106632,49767082.2946555,2502258.87515811,1960409.7907121,"Ingham County","Michigan",TRUE
"26073",750310.170510082,294910.051322607,2.95048103513925,645705.101254321,673947.483384631,781919.442962963,"Isabella County","Michigan",FALSE
"26077",3125202.26736666,1220832.86519423,12.1878964209194,1612227.21753086,1971230.4932677,0,"Kalamazoo County","Michigan",TRUE
"26081",18101056.2872762,7110394.12917267,71.0753303844541,21883426.4174716,6711787.14201743,0,"Kent County","Michigan",TRUE
"26099",11383078.841858,4490588.96228328,44.710026039669,0,986694.691156977,0,"Macomb County","Michigan",TRUE
"26103",251757.527869251,98565.6109346741,0.98591801188358,0,246179.82572401,0,"Marquette County","Michigan",FALSE
"26121",1107413.47035879,433237.009552104,4.33369698662561,39984.0791209876,296973.765698163,0,"Muskegon County","Michigan",TRUE
"26125",41776417.6915208,16496791.5550454,163.938360966922,4029614.47271111,12444527.5502352,0,"Oakland County","Michigan",TRUE
"26139",3838385.7348764,1510515.82291942,15.1050477706355,110590.421274074,337745.858085302,0,"Ottawa County","Michigan",TRUE
"26149",332279.313466235,130431.853945782,1.30073925810514,64712.0343506173,25583.3905080659,0,"St. Joseph County","Michigan",FALSE
"26155",2215081.81421837,873411.266056352,8.73092969268581,70702.2886320988,229265.804850242,0,"Shiawassee County","Michigan",FALSE
"26161",182518493.096688,71988585.0053074,719.864163592044,336991000.575279,25082244.4665486,42871789.5776059,"Washtenaw County","Michigan",TRUE
"26163",73879926.0360841,29140603.4504697,291.243975129656,38440247.4414831,9065696.90640033,2613969.11890173,"Wayne County","Michigan",TRUE
"27017",206299.370191633,82117.8923016941,0.74861187731062,0,228773.598754949,0,"Carlton County","Minnesota",TRUE
"27053",84258866.1380135,34139939.8033113,310.590437777022,178164809.369323,9975459.09520274,6023183.0821071,"Hennepin County","Minnesota",TRUE
"27109",100012838.193845,40543732.543671,368.967366908454,141951663.593909,2888832.74891587,4081691.87547959,"Olmsted County","Minnesota",TRUE
"27123",38578270.9687718,15640392.7940776,142.364728326378,2184824.53045302,1787425.03546544,1366038.60473574,"Ramsey County","Minnesota",TRUE
"27137",1493503.23059734,603174.559825637,5.50300741467915,734521.711017897,36197.8164024548,0,"St. Louis County","Minnesota",TRUE
"27163",9349931.84793699,3774324.77237869,34.4249361775968,239772.564932886,3314624.01116577,0,"Washington County","Minnesota",TRUE
"27171",1962242.50141734,793381.65012024,7.21414010039431,47286.4883738814,64195.0471550152,0,"Wright County","Minnesota",TRUE
"28035",571676.82589211,189072.879901102,1.78538402505212,1001837.02769231,34582.1035502343,0,"Forrest County","Mississippi",TRUE
"28049",8352848.59413162,2739369.87045461,25.0518204397195,20794150.3207692,674175.05911653,1114249.46415385,"Hinds County","Mississippi",TRUE
"28071",2190451.00849503,723260.198704175,6.67849319071894,3349919.15846154,543722.659337274,906160.705538461,"Lafayette County","Mississippi",FALSE
"28089",3942699.7100191,1293311.5860708,11.8694813212986,71633.4176923077,1128277.97230309,0,"Madison County","Mississippi",TRUE
"28105",932975.830261499,305776.167693261,2.79416684432868,1548587.38461538,12769.1194314872,0,"Oktibbeha County","Mississippi",FALSE
"28151",243295.972114117,80043.4049306757,0.730884199662704,237289.436923077,56717.2298077678,73056.6963076923,"Washington County","Mississippi",FALSE
"29019",21708726.8765405,9195875.30617773,81.8706278544199,33480931.1539707,9219283.048068,13037773.3338421,"Boone County","Missouri",TRUE
"29077",1116869.49269457,475522.475655737,4.26334141167273,194610.692102928,151134.441964158,0,"Greene County","Missouri",TRUE
"29095",16263622.7441649,6241232.67180683,53.870749481127,11587521.5058341,563542.139450947,0,"Jackson County","Missouri",TRUE
"29161",230677.891245603,97314.4948213874,0.867562453538503,213392.511024845,36370.8117300295,0,"Phelps County","Missouri",FALSE
"29189",151800128.63054,64261874.3919079,572.527541338871,279090824.492169,27677385.5582579,41714087.1946229,"St. Louis County","Missouri",TRUE
"29510",75011620.192403,31775096.8247705,282.958556393124,15388475.4396613,12185591.0815152,0,"St. Louis city","Missouri",TRUE
"30005",11037.9180522679,4192.91900039689,0.0389596368954719,0,62.0948979591837,0,"Blaine County","Montana",FALSE
"30013",2652100.88116049,1008812.78582772,9.40616143279441,2926065.02234694,2044.95065409748,0,"Cascade County","Montana",TRUE
"30031",3103032.49661317,1181450.34025121,10.9868283556332,4045094.31857143,27173.088329791,36884.3693877551,"Gallatin County","Montana",TRUE
"30035",14071.2060805368,5351.3095127801,0.0497539378724009,0,0.0960290953396138,0,"Glacier County","Montana",FALSE
"30047",99185.5681848644,37642.1944493115,0.34313742330734,0,1610.4306644501,0,"Lake County","Montana",FALSE
"30049",492738.273781691,187442.909324906,1.74700291203051,0,2571.18193587019,0,"Lewis and Clark County","Montana",TRUE
"30063",4712889.18945116,1794948.75136943,16.6843257932173,5806052.81816326,122660.064986632,160.848734693853,"Missoula County","Montana",TRUE
"30111",161438.627608348,60746.5078194633,0.590777512106968,0,10215.2435313631,0,"Yellowstone County","Montana",TRUE
